,Area,Perimeter,Convex Area,Solidity,Equivalent Diameter,Major Axis,Minor Axis,Eccentricity,Class
127,708.5,160.61017096042633,1033.0,0.685866408518877,30.03481675397509,17.789655685424805,70.33493041992188,(2.342225431887547e-16+3.8251444147296927j),1
128,1825.0,822.8082171678543,24851.5,0.07343621109389775,48.20437914901168,222.42286682128906,251.37596130371094,(3.224377684972252e-17+0.5265808373838383j),1
129,22578.0,2891.360723733902,119913.5,0.1882857226250589,169.5499998261,380.34613037109375,468.06878662109375,(4.391995522188565e-17+0.7172673011102374j),1
130,5446.5,1731.859074473381,64884.0,0.0839421120769373,83.27484122110388,249.59991455078125,321.02777099609375,(4.9527527944130374e-17+0.8088459134276653j),1
131,1680.0,553.9310204982758,8059.0,0.20846258841047277,46.24978308224886,1797.920654296875,13210.791015625,(4.457378190952034e-16+7.2794510124150635j),1
132,140.5,104.95331704616547,192.0,0.7317708333333334,13.374982468597496,5.437797546386719,48.23414993286133,(5.396782008413789e-16+8.813613871642401j),1
133,135.0,56.62741661071777,164.0,0.823170731707317,13.110581167104948,8.640152931213379,22.501848220825195,(1.4724510247900076e-16+2.4046950121703423j),1
134,6653.0,1525.307779431343,84025.5,0.07917834466917781,92.03728967719029,383.9801330566406,402.4076232910156,(1.9196566943250928e-17+0.3135037295098689j),1
135,3162.0,240.45079112052917,3441.5,0.9187854133372076,63.450637825419726,56.33420181274414,74.34336853027344,(5.272979047240951e-17+0.8611428292487604j),1
136,1197.5,205.72286915779114,1941.0,0.6169500257599175,39.04746284741631,39.08283233642578,63.18897247314453,(7.779230233374262e-17+1.2704447092484894j),1
137,485.0,110.56854152679443,653.0,0.7427258805513017,24.849973424463737,23.460315704345703,36.30091094970703,(7.230183735418417e-17+1.1807786115069834j),1
138,50855.5,859.394003868103,51194.0,0.993387897019182,254.46263707522775,229.06539916992188,283.59808349609375,(4.4695725670511466e-17+0.7299365939898813j),1
139,2441.0,280.2497800588608,3317.5,0.7357950263752826,55.74923971408518,52.1400032043457,80.55896759033203,(7.211866912660373e-17+1.1777872473404667j),1
140,1933.0,171.6812391281128,1972.5,0.9799746514575411,49.6102009668684,43.78351974487305,57.397674560546875,(5.190574487298101e-17+0.8476851433265462j),1
141,8056.0,640.7249594926834,13503.5,0.5965860702780761,101.27792342058792,81.61219787597656,212.2673797607422,(1.4701911533080515e-16+2.4010043619624137j),1
142,122204.5,3547.41663646698,222439.0,0.5493843255903865,394.4560836703982,393.5563659667969,649.1007080078125,(8.031151088145362e-17+1.3115865070217734j),1
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
144,11.5,13.071067690849304,12.0,0.9583333333333334,3.826519928662906,3.650944948196411,4.7609429359436035,(5.1248765129433636e-17+0.8369558498844731j),1
145,104.5,42.72792184352875,109.0,0.9587155963302753,11.534883286137944,9.347108840942383,16.33440589904785,(8.775431442757091e-17+1.4331367131922261j),1
146,4695.0,286.9360740184784,5126.5,0.9158295133131766,77.31661957517018,74.99645233154297,90.76226043701172,(4.173846153708605e-17+0.681640805596291j),1
147,10.5,18.727921843528748,12.0,0.875,3.656366395715726,2.1584084033966064,8.87343978881836,(2.4417173815800157e-16+3.987627099144071j),1
148,663.0,117.5979790687561,693.0,0.9567099567099567,29.054394128245264,17.991397857666016,49.99747085571289,(1.587636415233857e-16+2.5928070303033186j),1
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
153,490.0,176.16652071475983,1101.0,0.44504995458673935,24.977737626138797,22.784475326538086,58.03668975830078,(1.4344901774151704e-16+2.3427002437174838j),0
154,1026.0,159.3969680070877,1232.5,0.8324543610547668,36.14337799512211,28.603857040405273,54.41191864013672,(9.9086449219936e-17+1.6182045188690135j),0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
157,89.5,56.3847758769989,123.5,0.7246963562753036,10.674967880691588,8.409368515014648,22.994722366333008,(1.5583645822818905e-16+2.5450024992787874j),0
158,445.5,137.15432846546173,758.5,0.5873434410019776,23.816553427805523,19.56397819519043,49.91642379760742,(1.4373141195105104e-16+2.34731209114534j),0
159,1306.0,205.33809316158295,1937.5,0.6740645161290323,40.77806819142028,41.41376876831055,62.0242919921875,(6.826856831458986e-17+1.1149103294455365j),0
160,245.0,63.11269736289978,252.0,0.9722222222222222,17.66192765414112,13.292980194091797,24.61653709411621,(9.543859977908252e-17+1.5586306165260153j),0
161,568.0,111.25483310222626,710.0,0.8,26.89237924411993,29.79773712158203,30.870450973510742,(1.6577537852861433e-17+0.2707317385617365j),0
162,70.5,34.3847758769989,74.0,0.9527027027027027,9.474354220939228,7.408895015716553,13.368199348449707,(9.196394725782244e-17+1.5018852345321332j),0
163,2191.0,612.3574258089066,6217.0,0.35242078172752134,52.8173062784798,74.3575668334961,81.11824035644531,(2.669820590162251e-17+0.43601479088029044j),0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
166,170.5,185.37972366809845,770.5,0.22128487994808566,14.733884157863644,77.76366424560547,117.5246810913086,(6.938587089049489e-17+1.1331572652425832j),0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168,65.5,44.041630148887634,81.5,0.803680981595092,9.13220620552083,5.33635950088501,22.18497085571289,(2.470885066184363e-16+4.035261543009281j),0
169,264.0,130.509667634964,409.5,0.6446886446886447,18.333991376950163,10.36227798461914,56.3371696472168,(3.272254647828516e-16+5.343997387829352j),0
170,307.5,219.0365767478943,1059.0,0.29036827195467424,19.786893642157743,30.16908836364746,67.68522644042969,(1.2297525221286138e-16+2.0083382784078077j),0
171,63.0,31.313708305358887,65.5,0.9618320610687023,8.95623198216277,8.816757202148438,11.629463195800781,(5.266725250339792e-17+0.8601215067081694j),0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
174,66.5,31.55634880065918,69.5,0.9568345323741008,9.201653640780462,8.353724479675293,10.88935375213623,(5.120128490669421e-17+0.8361804390023726j),0
175,43.0,41.31370830535889,58.5,0.7350427350427351,7.399277020331919,4.864025592803955,17.820659637451172,(2.1582287803025019e-16+3.524655079007506j),0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
